,author,title,file,nationality,year,year_range
760,George Washington Cable,The Cavalier,ebooks-unzipped/9839-8.txt,American,1826,1850
761,Geraldine Bonner,The Black Eagle Mystery,ebooks-unzipped/35484-0.txt,American,1916,1920
762,Geraldine Bonner,Miss Maitland Private Secretary,ebooks-unzipped/35504-0.txt,American,1919,1920
763,Geraldine Bonner,"Treasure and Trouble Therewith, A Tale of California",ebooks-unzipped/9775-8.txt,American,1917,1920
764,Gertrude Atherton,"The Splendid Idle Forties, Stories of Old California",ebooks-unzipped/12697-8.txt,American,1894,1900
765,Gertrude Atherton,The White Morning,ebooks-unzipped/13496-8.txt,American,1917,1920
766,Gertrude Atherton,The Bell in the Fog and Other Stories,ebooks-unzipped/14256-8.txt,American,1905,1910
767,Gertrude Atherton,"Ancestors, A Novel",ebooks-unzipped/31858-8.txt,American,1907,1910
768,Gertrude Atherton,The Valiant Runaways,ebooks-unzipped/3706.txt,American,1898,1900
769,Gertrude Atherton,Life in the War Zone,ebooks-unzipped/48160-0.txt,American,1916,1920
770,Gertrude Atherton,The Travelling Thirds,ebooks-unzipped/50391-0.txt,American,1905,1910
771,Gertrude Atherton,Mrs. Pendleton's Four-in-hand,ebooks-unzipped/51059-0.txt,American,1890,1890
772,Gertrude Atherton,Senator North,ebooks-unzipped/6091.txt,American,1900,1900
773,Gilbert Frankau,A Song of the Guns,ebooks-unzipped/40345-0.txt,British,1916,1920
774,Grace Aguilar,"Home Influence, A Tale for Mothers and Daughters",ebooks-unzipped/36648-8.txt,British,2016,3000
775,H. Bedford-Jones,The Mesa Trail,ebooks-unzipped/35078-0.txt,American,1920,1920
776,H. Bedford-Jones,The Mardi Gras Mystery,ebooks-unzipped/39229-8.txt,American,1921,1930
777,H. G. Wells,The Research Magnificent,ebooks-unzipped/1138-0.txt,British,1915,1920
778,H. G. Wells,An Englishman Looks at the World,ebooks-unzipped/11502-8.txt,British,1914,1920
779,H. G. Wells,Love and Mr. Lewisham,ebooks-unzipped/11640-8.txt,British,1899,1900
780,H. G. Wells,"The Country of the Blind, And Other Stories",ebooks-unzipped/11870-8.txt,British,1911,1920
781,H. G. Wells,"The Wheels of Chance, A Bicycling Idyll",ebooks-unzipped/1264-0.txt,British,1896,1900
782,H. G. Wells,Mr. Britling Sees It Through,ebooks-unzipped/14060-8.txt,British,1916,1920
783,H. G. Wells,The Island of Doctor Moreau,ebooks-unzipped/159.txt,British,1896,1900
784,H. G. Wells,The Secret Places of the Heart,ebooks-unzipped/1734-0.txt,British,1922,1930
785,H. G. Wells,Twelve Stories and a Dream,ebooks-unzipped/1743-0.txt,British,1903,1910
786,H. G. Wells,Certain Personal Matters,ebooks-unzipped/17508-8.txt,British,1897,1900
787,H. G. Wells,War and the Future,ebooks-unzipped/1804-0.txt,British,1917,1920
788,H. G. Wells,The War of the Worlds,ebooks-unzipped/36.txt,British,1898,1900
789,H. G. Wells,In the Days of the Comet,ebooks-unzipped/3797.txt,British,1906,1910
790,H. G. Wells,"Kipps, The Story of a Simple Soul",ebooks-unzipped/39162-8.txt,British,1905,1910
791,H. G. Wells,First and Last Things,ebooks-unzipped/4225-0.txt,British,1908,1910
792,H. G. Wells,The Plattner Story and Others,ebooks-unzipped/42989-8.txt,British,1897,1900
793,H. G. Wells,The Door in the Wall And Other Stories,ebooks-unzipped/456.txt,British,1911,1920
794,H. G. Wells,Ann Veronica,ebooks-unzipped/524-0.txt,British,1909,1910
795,H. G. Wells,The First Men in the Moon,ebooks-unzipped/52501-0.txt,British,1901,1910
796,H. G. Wells,A Modern Utopia,ebooks-unzipped/6424.txt,British,1900,1900
797,H. G. Wells,Mankind in the Making,ebooks-unzipped/7058-0.txt,British,1903,1910
798,H. G. Wells,Tono Bungay,ebooks-unzipped/718-0.txt,British,1909,1910
799,H. G. Wells,The History of Mr. Polly,ebooks-unzipped/7308-8.txt,British,1910,1910
800,H. P. Lovecraft,The Dunwich Horror,ebooks-unzipped/50133-8.txt,American,1929,1930
801,H. Rider Haggard,Dawn,ebooks-unzipped/10892.txt,British,1884,1890
802,H. Rider Haggard,"Colonel Quaritch, V.C., A Tale of Country Life",ebooks-unzipped/11882.txt,British,1888,1890
803,H. Rider Haggard,Mr. Meeson's Will,ebooks-unzipped/11913-8.txt,British,1888,1890
804,H. Rider Haggard,Nada the Lily,ebooks-unzipped/1207-0.txt,British,1892,1900
805,H. Rider Haggard,Regeneration,ebooks-unzipped/13434-8.txt,British,1910,1910
806,H. Rider Haggard,"When the World Shook, Being an Account of the Great Adventure of Bastin, Bickley and Arbuthnot",ebooks-unzipped/1368-0.txt,British,1919,1920
807,H. Rider Haggard,Child of Storm,ebooks-unzipped/1711-0.txt,British,1913,1920
808,H. Rider Haggard,King Solomon's Mines,ebooks-unzipped/2166-8.txt,British,1885,1890
809,H. Rider Haggard,Eric Brighteyes,ebooks-unzipped/2721-0.txt,British,1890,1890
810,H. Rider Haggard,Morning Star,ebooks-unzipped/2722-0.txt,British,1910,1910
811,H. Rider Haggard,A Tale of Three Lions,ebooks-unzipped/2729-0.txt,British,1887,1890
812,H. Rider Haggard,"Benita, An African Romance",ebooks-unzipped/2761-0.txt,British,1906,1910
813,H. Rider Haggard,The Brethren,ebooks-unzipped/2762.txt,British,1904,1910
814,H. Rider Haggard,The Mahatma and the Hare,ebooks-unzipped/2764-0.txt,British,1911,1920
815,H. Rider Haggard,Cleopatra,ebooks-unzipped/2769-0.txt,British,1889,1890
816,H. Rider Haggard,The Ivory Child,ebooks-unzipped/2841-0.txt,British,1916,1920
817,H. Rider Haggard,Moon of Israel,ebooks-unzipped/2856-0.txt,British,1918,1920
818,H. Rider Haggard,"The Yellow God, An Idol of Africa",ebooks-unzipped/2857-0.txt,British,1908,1910
819,H. Rider Haggard,Red Eve,ebooks-unzipped/3094-0.txt,British,1911,1920
820,H. Rider Haggard,She,ebooks-unzipped/3155-0.txt,British,1886,1890
821,H. Rider Haggard,The Lady Of Blossholme,ebooks-unzipped/3813-0.txt,British,1909,1910
822,H. Rider Haggard,The Last Boer War,ebooks-unzipped/44649-8.txt,British,1899,1900
823,H. Rider Haggard,Allan and the Holy Flower,ebooks-unzipped/5174-0.txt,British,1915,1920
824,H. Rider Haggard,She and Allan,ebooks-unzipped/5745-0.txt,British,1921,1930
825,H. Rider Haggard,The Ancient Allan,ebooks-unzipped/5746-0.txt,British,1920,1920
826,H. Rider Haggard,"Lysbeth, A Tale Of The Dutch",ebooks-unzipped/5754-0.txt,British,1901,1910
827,H. Rider Haggard,Doctor Therne,ebooks-unzipped/5764-0.txt,British,1898,1900
828,H. Rider Haggard,Stella Fregelius,ebooks-unzipped/6051-0.txt,British,1902,1910
829,H. Rider Haggard,The People Of The Mist,ebooks-unzipped/6769-0.txt,British,1894,1900
830,H. Rider Haggard,Allan Quatermain,ebooks-unzipped/711-0.txt,British,1887,1890
831,H. Rider Haggard,The Ghost Kings,ebooks-unzipped/8184-0.txt,British,1908,1910
832,H. Rider Haggard,Fair Margaret,ebooks-unzipped/9780-8.txt,British,1907,1910
833,Hall Caine,"The Shadow of a Crime, A Cumbrian Romance",ebooks-unzipped/14262-0.txt,British,1885,1890
834,Hall Caine,"The Woman Thou Gavest Me, Being the Story of Mary O'Neill",ebooks-unzipped/14597-8.txt,British,1913,1920
835,Hall Caine,"The Bondman, A New Saga",ebooks-unzipped/33999-8.txt,British,1889,1890
836,Hall Caine,The Deemster,ebooks-unzipped/35781-8.txt,British,1887,1890
837,Hall Caine,"The Christian, A Story",ebooks-unzipped/8407-0.txt,British,1897,1900
838,Hallie Erminie Rives,The Long Lane's Turning,ebooks-unzipped/35326-8.txt,American,1917,1920
839,Hallie Erminie Rives,Satan Sanderson,ebooks-unzipped/39689-8.txt,American,1907,1910
840,Hamlin Garland,Prairie Folks,ebooks-unzipped/20697.txt,American,1892,1900
841,Hamlin Garland,Other Main-Travelled Roads,ebooks-unzipped/20714-8.txt,American,1891,1900
842,Hamlin Garland,A Daughter of the Middle Border,ebooks-unzipped/22329-8.txt,American,1921,1930
843,Hamlin Garland,The Tyranny of the Dark,ebooks-unzipped/24220-8.txt,American,1905,1910
844,Hamlin Garland,"A Spoil of Office, A Story of the Modern West",ebooks-unzipped/26189-8.txt,American,1892,1900
845,Hamlin Garland,Main-Travelled Roads,ebooks-unzipped/2809.txt,American,1891,1900
846,Hamlin Garland,A Son of the Middle Border,ebooks-unzipped/28791-8.txt,American,1912,1920
847,Hamlin Garland,"Money Magic, A Novel",ebooks-unzipped/30318-8.txt,American,1907,1910
848,Hamlin Garland,Rose of Dutcher's Coolly,ebooks-unzipped/35805-8.txt,American,1895,1900
849,Harold MacGrath,The Goose Girl,ebooks-unzipped/14598-8.txt,American,1909,1910
850,Harold MacGrath,The Ragged Edge,ebooks-unzipped/15614-8.txt,American,1922,1930
851,Harold MacGrath,A Splendid Hazard,ebooks-unzipped/15671-8.txt,American,1910,1910
852,Harold MacGrath,The Grey Cloak,ebooks-unzipped/16041-8.txt,American,1903,1910
853,Harold MacGrath,The Voice in the Fog,ebooks-unzipped/16051-8.txt,American,1915,1920
854,Harold MacGrath,Arms and the Woman,ebooks-unzipped/17359-8.txt,American,1899,1900
855,Harold MacGrath, Hearts and Masks,ebooks-unzipped/17390-8.txt,American,1905,1910
856,Harold MacGrath, The Princess Elopes,ebooks-unzipped/17391-8.txt,American,1905,1910
857,Harold MacGrath,The Adventures of Kathlyn,ebooks-unzipped/17402.txt,American,1914,1920
858,Harold MacGrath,The Drums Of Jeopardy,ebooks-unzipped/1913-0.txt,American,1920,1920
859,Harold MacGrath,The Lure of the Mask,ebooks-unzipped/22158-8.txt,American,1908,1910
860,Harold MacGrath,The Place of Honeymoons,ebooks-unzipped/26593-8.txt,American,1912,1920
861,Harold MacGrath,The Pagan Madonna,ebooks-unzipped/27339-8.txt,American,1920,1920
862,Harold MacGrath,The Puppet Crown,ebooks-unzipped/3239-0.txt,American,1901,1910
863,Harold MacGrath,The Carpet from Bagdad,ebooks-unzipped/43749-8.txt,American,1911,1920
864,Harold MacGrath,Half a Rogue,ebooks-unzipped/4790.txt,American,1906,1910
865,Harold MacGrath,The Man on the Box,ebooks-unzipped/6578.txt,American,1904,1910
866,Harriet Beecher Stowe,"Pink and White Tyranny, A Society Novel",ebooks-unzipped/12354-0.txt,American,1871,1880
867,Harriet Beecher Stowe,Household Papers and Stories,ebooks-unzipped/31217-8.txt,American,1896,1900
868,Harriet Beecher Stowe,"The Pearl of Orr's Island, A Story of the Coast of Maine",ebooks-unzipped/31522-8.txt,American,1861,1870
869,Harriet Beecher Stowe,Palmetto-Leaves,ebooks-unzipped/39972-8.txt,American,1873,1880
870,Harriet Beecher Stowe,Agnes of Sorrento,ebooks-unzipped/43076-0.txt,American,1862,1870
871,Harriet Beecher Stowe,"Men of Our Times, Leading Patriots of The Day",ebooks-unzipped/46347-8.txt,American,1868,1870
872,Harriet Beecher Stowe,The Minister's Wooing,ebooks-unzipped/47958-0.txt,American,1859,1860
873,Harriet Beecher Stowe,"Poganuc People, Their Loves and Lives",ebooks-unzipped/48190-8.txt,American,1878,1880
874,Harriet Beecher Stowe,"Religious Studies, Sketches and Poems",ebooks-unzipped/48213-8.txt,American,1896,1900
875,Harriet Beecher Stowe,"We and Our Neighbors, or, The Records of an Unfashionable Street",ebooks-unzipped/48603-8.txt,American,1855,1860
876,Harriet Beecher Stowe,"Woman in Sacred History, A Series of Sketches Drawn from Scriptural, Historical,, and Legendary Sources",ebooks-unzipped/48872-8.txt,American,1873,1880
877,Harriet Parr,The Vicissitudes of Bessie Fairfax,ebooks-unzipped/17086-8.txt,British,1874,1880
878,Harriet Vaughan Cheney,"The Rivals of Acadia, An Old Story of the New World",ebooks-unzipped/17351-8.txt,American,1827,1850
879,Harry Kemp,"Tramping on Life, An Autobiographical Narrative",ebooks-unzipped/15415-8.txt,American,1922,1930
880,Harvey Fergusson,The Blood of the Conquerors,ebooks-unzipped/20888-0.txt,American,1921,1930
881,Helen Churchill Candee,Jacobean Furniture and English Styles in Oak and Walnut,ebooks-unzipped/51626-8.txt,American,1916,1920
882,Henry Adams,The Education of Henry Adams,ebooks-unzipped/2044-8.txt,American,1907,1910
883,Henry Blake Fuller,Bertram Cope's Year,ebooks-unzipped/8101-8.txt,American,1919,1920
884,Henry Cuyler Bunner,The Story of a New York House,ebooks-unzipped/30662-8.txt,American,1887,1890
885,Henry Fielding,Journal of A Voyage to Lisbon,ebooks-unzipped/1146.txt,British,1755,1800
886,Henry Fielding,The History of the Life of the Late Mr. Jonathan Wild the Great,ebooks-unzipped/5256.txt,British,1898,1900
887,Henry Fielding,"The History of Tom Jones, a Foundling",ebooks-unzipped/6593-0.txt,British,1749,1800
888,Henry Francis Keenan,"The Iron Game, A Tale of the War",ebooks-unzipped/10062-8.txt,American,1891,1900
889,Henry Harland,The Lady Paramount,ebooks-unzipped/19861-8.txt,American,1902,1910
890,Henry Harland,"Two Women or One?, From the Mss. of Dr. Leonard Benary",ebooks-unzipped/51986-0.txt,American,1890,1890
891,Henry Harland,Comedies and Errors,ebooks-unzipped/52701-0.txt,American,1898,1900
892,Henry James,The Beast in the Jungle,ebooks-unzipped/1093.txt,British,1903,1910
893,Henry James,The Jolly Corner,ebooks-unzipped/1190.txt,British,1908,1910
894,Henry James,Roderick Hudson,ebooks-unzipped/176-0.txt,British,1875,1880
895,Henry James,The American,ebooks-unzipped/177-0.txt,British,1877,1880
896,Henry James,Confidence,ebooks-unzipped/178-0.txt,British,1879,1880
897,Henry James,The Europeans,ebooks-unzipped/179-0.txt,British,1878,1880
898,Henry James,The Tragic Muse,ebooks-unzipped/20085-8.txt,British,1890,1890
899,Henry James,Daisy Miller,ebooks-unzipped/208-0.txt,British,1878,1880
900,Henry James,The Turn of the Screw,ebooks-unzipped/209-0.txt,British,1898,1900
901,Henry James,An International Episode,ebooks-unzipped/210-0.txt,British,1879,1880
902,Henry James,The Aspern Papers,ebooks-unzipped/211-0.txt,British,1888,1890
903,Henry James,The Author Of Beltraffio,ebooks-unzipped/21770-0.txt,British,1884,1890
904,Henry James,The Finer Grain,ebooks-unzipped/21968-0.txt,British,1910,1910
905,Henry James,The Outcry,ebooks-unzipped/21969-0.txt,British,1911,1920
906,Henry James,A Bundle of Letters,ebooks-unzipped/2425.txt,British,1879,1880
907,Henry James,The Diary of a Man of Fifty,ebooks-unzipped/2426.txt,British,1880,1880
908,Henry James,The Madonna of the Future,ebooks-unzipped/2460.txt,British,1883,1890
909,Henry James,Eugene Pickering,ebooks-unzipped/2534.txt,British,1880,1880
910,Henry James,A London Life; The Patagonia; The Liar; Mrs. Temperly,ebooks-unzipped/25500-8.txt,British,1889,1890
911,Henry James,A Small Boy and Others,ebooks-unzipped/26115-8.txt,British,1913,1920
912,Henry James,The Real Thing and Other Tales,ebooks-unzipped/2715-0.txt,British,1893,1900
913,Henry James,Greville Fane,ebooks-unzipped/2719-0.txt,British,1892,1900
914,Henry James,A Little Tour in France,ebooks-unzipped/28004-8.txt,British,1884,1890
915,Henry James,Washington Square,ebooks-unzipped/2870-0.txt,British,1880,1880
916,Henry James,The Author of Beltraffio,ebooks-unzipped/3145-0.txt,British,1884,1890
917,Henry James,The Middle Years,ebooks-unzipped/32649-8.txt,British,1893,1900
918,Henry James,The Sacred Fount,ebooks-unzipped/32939-8.txt,British,1901,1910
919,Henry James,The Spoils of Poynton,ebooks-unzipped/33325-8.txt,British,1896,1900
920,Henry James,Notes of a Son and Brother,ebooks-unzipped/38424-8.txt,British,1914,1920
921,Henry James,The Ambassadors,ebooks-unzipped/432.txt,British,1903,1910
922,Henry James,Italian Hours,ebooks-unzipped/6354-0.txt,British,1909,1910
923,Henry James,The Altar of the Dead,ebooks-unzipped/642-0.txt,British,1974,3000
924,Henry James,The Death of the Lion,ebooks-unzipped/643-0.txt,British,1894,1900
925,Henry James,What Maisie Knew,ebooks-unzipped/7118-8.txt,British,1897,1900
926,Henry James,The Awkward Age,ebooks-unzipped/7433-0.txt,British,1899,1900
927,Henry James,The Reverberator,ebooks-unzipped/7529-0.txt,British,1888,1890
928,Henry James,Madame de Mauves,ebooks-unzipped/7813-0.txt,British,1874,1880
929,Henry James,A  Passionate Pilgrim,ebooks-unzipped/8080-0.txt,British,1871,1880
930,Henry James,Louisa Pallant,ebooks-unzipped/8081.txt,British,1908,1910
931,Henry James,The Lesson of the Master,ebooks-unzipped/898-0.txt,British,1888,1890
932,Henry Wadsworth Longfellow,The Golden Legend,ebooks-unzipped/10490-8.txt,American,1856,1860
933,Henry Wadsworth Longfellow,The Complete Poetical Works of Henry Wadsworth Longfellow,ebooks-unzipped/1365.txt,American,1845,1850
934,Henry Wadsworth Longfellow,"Evangeline, A Tale of Acadie",ebooks-unzipped/2039-8.txt,American,1847,1850
935,Henry Wadsworth Longfellow,Tales of a Wayside Inn,ebooks-unzipped/25153-8.txt,American,1863,1870
936,Henry Wadsworth Longfellow,Poems on Slavery,ebooks-unzipped/44398-8.txt,American,1842,1850
937,Henry Wadsworth Longfellow,Hyperion,ebooks-unzipped/5436-8.txt,American,1839,1850
938,Herman Melville,"Bartleby, The Scrivener, A Story of Wall-Street",ebooks-unzipped/11231.txt,American,1853,1860
939,Herman Melville,Battle-Pieces and Aspects of the War,ebooks-unzipped/12384-8.txt,American,1866,1870
940,Herman Melville,John Marr and Other Poems,ebooks-unzipped/12841-8.txt,American,1922,1930
941,Herman Melville,Moby Dick,ebooks-unzipped/15.txt,American,1851,1860
942,Herman Melville,"Typee, A Romance of the South Sea",ebooks-unzipped/1900-0.txt,American,1846,1850
943,Herman Melville,The Confidence-Man,ebooks-unzipped/21816-8.txt,American,1857,1860
944,Herman Melville,I and My Chimney,ebooks-unzipped/2694-0.txt,American,1856,1860
945,Herman Melville,Moby Dick; or The Whale,ebooks-unzipped/2701-0.txt,American,1851,1860
946,Herman Melville,Typee,ebooks-unzipped/28656-0.txt,American,1846,1850
947,Herman Melville,Pierre; or The Ambiguities,ebooks-unzipped/34970-8.txt,American,1852,1860
948,Herman Melville,Omoo: Adventures in the South Seas,ebooks-unzipped/4045.txt,American,1847,1850
949,Herman Melville,The Apple-Tree Table and Other Sketches,ebooks-unzipped/53861-8.txt,American,2016,3000
950,Herman Melville,Redburn. His First Voyage,ebooks-unzipped/8118-8.txt,American,1849,1850
951,Hjalmar Hjorth Boyesen,Boyhood in Norway,ebooks-unzipped/784-0.txt,American,1892,1900
952,Hobart Chatfield-Taylor,With Edge Tools,ebooks-unzipped/33528-8.txt,American,1891,1900
953,Horace Walpole,"Letters of Horace Walpole, Volume II",ebooks-unzipped/12074-8.txt,British,1840,1850
954,Horace Walpole,Historic Doubts on the Life and Reign of King Richard the Third,ebooks-unzipped/17411.txt,British,1768,1800
955,Horace Walpole,The Castle of Otranto,ebooks-unzipped/696-0.txt,British,1764,1800
956,Horatio Alger,The Young Bank Messenger,ebooks-unzipped/25150.txt,American,1898,1900
957,Horatio Alger,"The Young Outlaw, or, Adrift in the Streets",ebooks-unzipped/26016.txt,American,1875,1880
958,Horatio Alger,"Sam's Chance, And How He Improved It",ebooks-unzipped/26043.txt,American,1876,1880
959,Horatio Alger,The Erie Train Boy,ebooks-unzipped/26075.txt,American,1890,1890
960,Horatio Alger,"In A New World, or, Among The Gold Fields Of Australia",ebooks-unzipped/26111.txt,American,1893,1900
