,author,title,file,nationality,year,year_range
484,Edward Stratemeyer,"The Last Cruise of the Spitfire, or, Luke Foster's Strange Voyage",ebooks-unzipped/34367.txt,American,1894,1900
485,Edward Stratemeyer,"The Gun Club Boys of Lakeport, Or, The Island Camp",ebooks-unzipped/52386-0.txt,American,1908,1910
486,Edward Stratemeyer,"On the Trail of Pontiac, or, The Pioneer Boys of the Ohio",ebooks-unzipped/6433.txt,American,1904,1910
487,Edward Streeter,"Dere Mable, Love Letters Of A Rookie",ebooks-unzipped/13993.txt,American,1918,1920
488,Edward Streeter,"""Same old Bill, eh Mable!""",ebooks-unzipped/15758.txt,American,1919,1920
489,Eleanor Hallowell Abbott,Little Eve Edgarton,ebooks-unzipped/15660-8.txt,American,1914,1920
490,Eleanor Hallowell Abbott,Molly Make-Believe,ebooks-unzipped/18665-8.txt,American,1910,1910
491,Eleanor Hallowell Abbott,"Peace on Earth, Good-will to Dogs",ebooks-unzipped/20213-8.txt,American,1920,1920
492,Eleanor Hallowell Abbott,Fairy Prince and Other Stories,ebooks-unzipped/26399-8.txt,American,1922,1930
493,Eleanor Hoyt Brainerd,"In Vanity Fair, A Tale of Frocks and Femininity",ebooks-unzipped/45791-8.txt,American,1906,1910
494,Elinor Glyn,The Visits of Elizabeth,ebooks-unzipped/10959-8.txt,British,1900,1900
495,Elinor Glyn,Elizabeth Visits America,ebooks-unzipped/11900-8.txt,British,1909,1910
496,Elinor Glyn,"Beyond The Rocks, A Love Story",ebooks-unzipped/16692-8.txt,British,1906,1910
497,Elinor Glyn,The Man and the Moment,ebooks-unzipped/17048-8.txt,British,1914,1920
498,Elinor Glyn,Man and Maid,ebooks-unzipped/20512-8.txt,British,1922,1930
499,Elinor Glyn,The Career of Katherine Bush,ebooks-unzipped/40893-8.txt,British,1916,1920
500,Elinor Glyn,Your Affectionate Godmother,ebooks-unzipped/49715-0.txt,British,1914,1920
501,Elinor Glyn,The Vicissitudes of Evangeline,ebooks-unzipped/51644-0.txt,British,1905,1910
502,Elinor Glyn,The Price of Things,ebooks-unzipped/9809-8.txt,British,1919,1920
503,Elinor Wylie,Nets to Catch the Wind,ebooks-unzipped/6682.txt,American,1921,1930
504,Elizabeth Gaskell,"Curious, if True, Strange Tales",ebooks-unzipped/24879-8.txt,British,2016,3000
505,Elizabeth Gaskell,Lizzie Leigh,ebooks-unzipped/2521.txt,British,2017,3000
506,Elizabeth Gaskell,A Dark Night's Work,ebooks-unzipped/2522.txt,British,1863,1870
507,Elizabeth Gaskell,My Lady Ludlow,ebooks-unzipped/2524.txt,British,1858,1860
508,Elizabeth Gaskell,Round the Sofa,ebooks-unzipped/2533-0.txt,British,1859,1860
509,Elizabeth Gaskell,The Poor Clare,ebooks-unzipped/2548-0.txt,British,2017,3000
510,Elizabeth Gaskell,The Doom of the Griffiths,ebooks-unzipped/2549-0.txt,British,2007,3000
511,Ella Cheever Thayer,"Wired Love, A Romance of Dots and Dashes",ebooks-unzipped/24353.txt,American,1879,1880
512,Ella Higginson,"Alaska, The Great Country",ebooks-unzipped/34615-8.txt,American,1908,1910
513,Ellen Glasgow,The Miller Of Old Church,ebooks-unzipped/18286.txt,American,1911,1920
514,Ellen Glasgow,The Romance of a Plain Man,ebooks-unzipped/30299-8.txt,American,1909,1910
515,Ellen Glasgow,Phases of an Inferior Planet,ebooks-unzipped/34402-8.txt,American,1898,1900
516,Emerson Hough,The Mississippi Bubble,ebooks-unzipped/14001-8.txt,American,1902,1910
517,Emerson Hough,54-40 or Fight,ebooks-unzipped/14355-8.txt,American,1909,1910
518,Emerson Hough,The Girl at the Halfway House,ebooks-unzipped/14948.txt,American,1900,1900
519,Emerson Hough,"The Sagebrusher, A Story of the West",ebooks-unzipped/19388-8.txt,American,1919,1920
520,Emerson Hough,"The Story of the Outlaw, A Study of the Western Desperado",ebooks-unzipped/24342-8.txt,American,1907,1910
521,Emerson Hough,The Young Alaskans,ebooks-unzipped/25494-8.txt,American,1908,1910
522,Emerson Hough,The Young Alaskans on the Missouri,ebooks-unzipped/26367-8.txt,American,1922,1930
523,Emerson Hough,The Young Alaskans in the Rockies,ebooks-unzipped/27850-8.txt,American,1913,1920
524,Emerson Hough,Young Alaskans in the Far North,ebooks-unzipped/28694-8.txt,American,1918,1920
525,Emerson Hough,The Young Alaskans on the Trail,ebooks-unzipped/28741-8.txt,American,1911,1920
526,Emerson Hough,"The Magnificent Adventure, Being the Story of the World's Greatest Exploration and, the Romance of a Very Gallant Gentleman",ebooks-unzipped/30298-8.txt,American,1916,1920
527,Emerson Hough,The King of Gee-Whiz,ebooks-unzipped/41361-8.txt,American,1906,1910
528,Enid Bagnold,A Diary Without Dates,ebooks-unzipped/31124-8.txt,British,1918,1920
529,Enid Bagnold,The Happy Foreigner,ebooks-unzipped/9978-8.txt,British,1920,1920
530,Ernest Bramah,The Wallet of Kai Lung,ebooks-unzipped/1076-0.txt,British,1900,1900
531,Ernest Bramah,The Mirror of Kong Ho,ebooks-unzipped/1077-0.txt,British,1905,1910
532,Ernest Bramah,Four Max Carrados Detective Stories,ebooks-unzipped/12932-8.txt,British,2015,3000
533,Ernest Poole,His Family,ebooks-unzipped/14396-8.txt,American,1917,1920
534,Eunice Tietjens,Profiles from China,ebooks-unzipped/13118-8.txt,American,1917,1920
535,F. Scott Fitzgerald,Flappers and Philosophers,ebooks-unzipped/4368-8.txt,American,1920,1920
536,F. Scott Fitzgerald,Tales of the Jazz Age,ebooks-unzipped/6695-8.txt,American,1922,1930
537,F. Scott Fitzgerald,This Side of Paradise,ebooks-unzipped/805-0.txt,American,1920,1920
538,F. Scott Fitzgerald,The Beautiful and the Damned,ebooks-unzipped/9830-8.txt,American,1922,1930
539,Fannie Hurst,"Star-Dust, A Story of an American Girl",ebooks-unzipped/9858-8.txt,American,2015,3000
540,Fannie Hurst,"Humoresque, A Laugh On Life With A Tear Behind It",ebooks-unzipped/9864-8.txt,American,1919,1920
541,Fanny Fern,Little Ferns For Fanny's Little Friends,ebooks-unzipped/20561.txt,American,1853,1860
542,Fanny Fern,"Caper-Sauce, A Volume of Chit-Chat about Men, Women, and Things",ebooks-unzipped/39944-8.txt,American,1872,1880
543,Fanny Fern,"Ruth Hall, A Domestic Tale of the Present Time",ebooks-unzipped/40814-8.txt,American,1854,1860
544,Fergus Hume,The Bishop's Secret,ebooks-unzipped/23474-8.txt,British,1900,1900
545,Fergus Hume,The Opal Serpent,ebooks-unzipped/24769-8.txt,British,1905,1910
546,Fergus Hume,The Green Mummy,ebooks-unzipped/2868-0.txt,British,1908,1910
547,Fergus Hume,The Pagan's Cup,ebooks-unzipped/34835-8.txt,British,1902,1910
548,Fergus Hume,The Solitary Farm,ebooks-unzipped/35146-8.txt,British,1909,1910
549,Fergus Hume,The Mandarin's Fan,ebooks-unzipped/36346-8.txt,British,1904,1910
550,Fergus Hume,"A Son of Perdition, An Occult Romance",ebooks-unzipped/41071-8.txt,British,1912,1920
551,Fergus Hume,The Mystery of a Hansom Cab,ebooks-unzipped/4223.txt,British,1886,1890
552,Fergus Hume,Madame Midas,ebooks-unzipped/4946-0.txt,British,1888,1890
553,Fletcher Pratt,The Onslaught from Rigel,ebooks-unzipped/41049-8.txt,American,1960,3000
554,Florence Converse,The Story of Wellesley,ebooks-unzipped/2362.txt,American,1915,1920
555,Ford Madox Ford,The Good Soldier,ebooks-unzipped/2775-8.txt,British,1915,1920
556,Frances Brooke,The History of Emily Montague,ebooks-unzipped/16300-8.txt,British,1777,1800
557,Frances Hodgson Burnett,The Secret Garden,ebooks-unzipped/113.txt,British,1911,1920
558,Frances Hodgson Burnett,Sara Crewe,ebooks-unzipped/137-0.txt,British,1888,1890
559,Frances Hodgson Burnett,A Lady of Quality,ebooks-unzipped/1550.txt,British,1896,1900
560,Frances Hodgson Burnett,"Sara Crewe, or, What Happened at Miss Minchin's",ebooks-unzipped/24772-8.txt,British,1888,1890
561,Frances Hodgson Burnett,T. Tembarom,ebooks-unzipped/2514-0.txt,British,1913,1920
562,Frances Hodgson Burnett,In Connection with the De Willoughby Claim,ebooks-unzipped/25810-8.txt,British,1899,1900
563,Frances Hodgson Burnett,Barty Crusoe and His Man Saturday,ebooks-unzipped/40764.txt,British,1909,1910
564,Frances Hodgson Burnett,Little Lord Fauntleroy,ebooks-unzipped/479-0.txt,British,1886,1890
565,Frances Hodgson Burnett,"Two Little Pilgrims' Progress, A Story of the City Beautiful",ebooks-unzipped/50471-0.txt,British,1895,1900
566,Frances Hodgson Burnett,The Land of the Blue Flower,ebooks-unzipped/5302.txt,British,1909,1910
567,Frances Hodgson Burnett,The Little Hunchback Zia,ebooks-unzipped/5303.txt,British,1916,1920
568,Frances Hodgson Burnett,In the Closed Room,ebooks-unzipped/6027.txt,British,1904,1910
569,Frances Hodgson Burnett,The Head of the House of Coombe,ebooks-unzipped/6491.txt,British,1922,1930
570,Frances Parkinson Keyes,The Old Gray Homestead,ebooks-unzipped/9748-8.txt,American,1919,1920
571,Francis Bacon,The Advancement of Learning,ebooks-unzipped/5500-0.txt,British,1605,1800
572,Frank H. Spearman,Laramie Holds the Range,ebooks-unzipped/23242-8.txt,American,1921,1930
573,Frank H. Spearman,The Daughter of a Magnate,ebooks-unzipped/24696-8.txt,American,1903,1910
574,Frank H. Spearman,Nan of Music Mountain,ebooks-unzipped/29571-8.txt,American,1916,1920
575,Frank H. Spearman,The Mountain Divide,ebooks-unzipped/29656-8.txt,American,1912,1920
576,Frank H. Spearman,"The Nerve of Foley, And Other Railroad Stories",ebooks-unzipped/33947-8.txt,American,1900,1900
577,Frank H. Spearman,"Held for Orders, Being Stories of Railroad Life",ebooks-unzipped/34365-8.txt,American,1901,1910
578,Frank Norris,Vandover and the Brute,ebooks-unzipped/14712-8.txt,American,1914,1920
579,Frank Norris,A Man's Woman,ebooks-unzipped/16096-8.txt,American,1900,1900
580,Frank Norris,McTeague,ebooks-unzipped/165-0.txt,American,1899,1900
581,Frank Norris,The Octopus,ebooks-unzipped/268-0.txt,American,1901,1910
582,Frank Norris,The Pit,ebooks-unzipped/4382.txt,American,1903,1910
583,Frank Norris,"A Deal in Wheat, And Other Stories of the New and Old West",ebooks-unzipped/9905-8.txt,American,1903,1910
584,Fred Whishaw,"Moscow, A Story of the French Invasion of 1812",ebooks-unzipped/42967-8.txt,British,1905,1910
585,Fred Whishaw,Boris the Bear-Hunter,ebooks-unzipped/45098-8.txt,British,1895,1900
586,Frederick Marryat,Newton Forster,ebooks-unzipped/12959-8.txt,British,1832,1850
587,Frederick Marryat,Poor Jack,ebooks-unzipped/14222-8.txt,British,1840,1850
588,Frederick Marryat,"Japhet, In Search Of A Father",ebooks-unzipped/15991-8.txt,British,1835,1850
589,Frederick Marryat,The Pacha of Many Tales,ebooks-unzipped/21571.txt,British,1834,1850
590,Frederick Marryat,Percival Keene,ebooks-unzipped/21572.txt,British,1842,1850
591,Frederick Marryat,The Phantom Ship,ebooks-unzipped/21573.txt,British,1839,1850
592,Frederick Marryat,"Snarley-yow, or The Dog Fiend",ebooks-unzipped/21579.txt,British,1837,1850
593,Frederick Marryat,The Pirate,ebooks-unzipped/21580.txt,British,1836,1850
594,Frederick Marryat,The Settlers in Canada,ebooks-unzipped/22496-8.txt,British,1844,1850
595,Frederick Marryat,Japhet in Search of a Father,ebooks-unzipped/24470.txt,British,1835,1850
596,Frederick Marryat,"The Privateer's-Man, One hundred Years Ago",ebooks-unzipped/25719-8.txt,British,1846,1850
597,Frederick Marryat,The Pirate and The Three Cutters,ebooks-unzipped/29291-8.txt,British,1836,1850
598,Frederick Marryat,Mr. Midshipman Easy,ebooks-unzipped/6629.txt,British,1836,1850
599,Frederik Pohl,The Day of the Boomer Dukes,ebooks-unzipped/22559.txt,American,2007,3000
600,Frederik Pohl,The Tunnel Under The World,ebooks-unzipped/31979.txt,American,2010,3000
601,Frederik Pohl,The Knights of Arthur,ebooks-unzipped/32004-8.txt,American,2010,3000
602,Frederik Pohl,Plague of Pythons,ebooks-unzipped/51804.txt,American,1965,3000
603,Frederik Pohl,Search the Sky,ebooks-unzipped/52228-0.txt,American,1954,3000
604,Fritz Leiber,Coming Attraction,ebooks-unzipped/51082.txt,American,1950,3000
605,Fritz Leiber,A Pail of Air,ebooks-unzipped/51461.txt,American,1964,3000
606,Fritz Leiber,Kreativity For Kats,ebooks-unzipped/51493.txt,American,1992,3000
607,G. A. Henty,One of the 28th,ebooks-unzipped/14313-8.txt,British,1889,1890
608,G. A. Henty,"The Cornet of Horse, A Tale of Marlborough's Wars",ebooks-unzipped/17403.txt,British,1881,1890
609,G. A. Henty,The Queen's Cup,ebooks-unzipped/17436.txt,British,1897,1900
610,G. A. Henty,"In the Irish Brigade, A Tale of War in Flanders and Spain",ebooks-unzipped/18349.txt,British,1900,1900
611,G. A. Henty,"Orange and Green, A Tale of the Boyne and Limerick",ebooks-unzipped/18356.txt,British,1888,1890
612,G. A. Henty,"A Jacobite Exile, Being the Adventures of a Young Englishman in the Service of Charles the Twelfth of Sweden",ebooks-unzipped/18357.txt,British,1893,1900
613,G. A. Henty,"The Tiger of Mysore, A Story of the War with Tippoo Saib",ebooks-unzipped/18813.txt,British,1895,1900
614,G. A. Henty,"With Clive in India, Or, The Beginnings of an Empire",ebooks-unzipped/18833.txt,British,1883,1890
615,G. A. Henty,"With Kitchener in the Soudan, A Story of Atbara and Omdurman",ebooks-unzipped/18868.txt,British,1903,1910
616,G. A. Henty,"Both Sides the Border, A Tale of Hotspur and Glendower",ebooks-unzipped/19070.txt,British,1898,1900
617,G. A. Henty,"With Lee in Virginia, A Story of the American Civil War",ebooks-unzipped/19154.txt,British,1890,1890
618,G. A. Henty,"Under Drake's Flag, A Tale of the Spanish Main",ebooks-unzipped/19206.txt,British,1882,1890
619,G. A. Henty,"With Frederick the Great, A Story of the Seven Years' War",ebooks-unzipped/19714.txt,British,1898,1900
620,G. A. Henty,"A Final Reckoning, A Tale of Bush Life in Australia",ebooks-unzipped/20031.txt,British,1886,1890
621,G. A. Henty,"No Surrender!, A Tale of the Rising in La Vendee",ebooks-unzipped/20091.txt,British,1900,1900
622,G. A. Henty,"Under Wellington's Command, A Tale of the Peninsular War",ebooks-unzipped/20207.txt,British,1898,1900
623,G. A. Henty,"At the Point of the Bayonet, A Tale of the Mahratta War",ebooks-unzipped/20729.txt,British,1901,1910
624,G. A. Henty,"On the Irrawaddy, A Story of the First Burmese War",ebooks-unzipped/21242.txt,British,1896,1900
625,G. A. Henty,"For the Temple, A Tale of the Fall of Jerusalem",ebooks-unzipped/21614.txt,British,1888,1890
626,G. A. Henty,"For Name and Fame, Or Through Afghan Passes",ebooks-unzipped/21979.txt,British,1886,1890
627,G. A. Henty,"The Young Franc Tireurs, And Their Adventures in the Franco-Prussian War",ebooks-unzipped/22060.txt,British,1872,1880
628,G. A. Henty,"Captain Bayley's Heir:, A Tale of the Gold Fields of California",ebooks-unzipped/28857-8.txt,British,1889,1890
629,G. A. Henty,"The Cat of Bubastes, A Tale of Ancient Egypt",ebooks-unzipped/29756-8.txt,British,1888,1890
630,G. A. Henty,"Maori and Settler, A Story of The New Zealand War",ebooks-unzipped/33619-8.txt,British,1891,1900
631,G. A. Henty,Saint George for England,ebooks-unzipped/3429-0.txt,British,1880,1880
632,G. A. Henty,"The Dragon and the Raven, or, The Days of King Alfred",ebooks-unzipped/3674.txt,British,1886,1890
633,G. A. Henty,The Lost Heir,ebooks-unzipped/36975-8.txt,British,1899,1900
634,G. A. Henty,"In the Reign of Terror, The Adventures of a Westminster Boy",ebooks-unzipped/3785.txt,British,1888,1890
635,G. A. Henty,"A Roving Commission, Or, Through the Black Insurrection at Hayti",ebooks-unzipped/38764-8.txt,British,1899,1900
636,G. A. Henty,"The Curse of Carne's Hold, A Tale of Adventure",ebooks-unzipped/39374-8.txt,British,1889,1890
637,G. A. Henty,March to Magdala,ebooks-unzipped/39470-0.txt,British,1868,1870
638,G. A. Henty,"In Greek Waters, A Story of The Grecian War of Independence",ebooks-unzipped/42276-0.txt,British,1892,1900
639,G. A. Henty,In the Hands of the Cave-Dwellers,ebooks-unzipped/43067-8.txt,British,1900,1900
640,G. A. Henty,"On the Pampas, or, The Young Settlers",ebooks-unzipped/6472.txt,British,1900,1900
641,G. A. Henty,"By Pike and Dyke, A Tale of the Rise of the Dutch Republic",ebooks-unzipped/6952.txt,British,1889,1890
642,G. A. Henty,"Bonnie Prince Charlie, A Tale of Fontenoy and Culloden",ebooks-unzipped/7006.txt,British,1888,1890
643,G. A. Henty,"Beric the Briton, A Story of the Roman Invasion",ebooks-unzipped/7037.txt,British,1893,1900
644,G. A. Henty,A March on London,ebooks-unzipped/7061-8.txt,British,1897,1900
645,G. A. Henty,"The Treasure of the Incas, A Story of Adventure in Peru",ebooks-unzipped/7070-8.txt,British,1902,1910
646,G. A. Henty,"In Times of Peril, A Tale of India",ebooks-unzipped/7071-8.txt,British,1881,1890
647,G. A. Henty,"Rujub, the Juggler",ebooks-unzipped/7229-0.txt,British,1893,1900
648,G. A. Henty,"The Bravest of the Brave, or, with Peterborough in Spain",ebooks-unzipped/7318-0.txt,British,1887,1890
649,G. A. Henty,When London Burned,ebooks-unzipped/7831-8.txt,British,1894,1900
650,G. A. Henty,With Moore at Corunna,ebooks-unzipped/8651-8.txt,British,1897,1900
651,G. A. Henty,"In the Heart of the Rockies, A Story of Adventure in Colorado",ebooks-unzipped/8670-8.txt,British,1894,1900
652,G. A. Henty,"True to the Old Flag, A Tale of the American War of Independence",ebooks-unzipped/8859-8.txt,British,1885,1890
653,G. K. Chesterton,All Things Considered,ebooks-unzipped/11505-8.txt,British,1908,1910
654,G. K. Chesterton,The Barbarism of Berlin,ebooks-unzipped/11560.txt,British,1914,1920
655,G. K. Chesterton,Orthodoxy,ebooks-unzipped/130.txt,British,1908,1910
656,G. K. Chesterton,Greybeards at Play,ebooks-unzipped/14706-8.txt,British,1900,1900
657,G. K. Chesterton,"The Man Who Was Thursday, A Nightmare",ebooks-unzipped/1695-0.txt,British,1908,1910
658,G. K. Chesterton,The Club of Queer Trades,ebooks-unzipped/1696-0.txt,British,1905,1910
659,G. K. Chesterton,Manalive,ebooks-unzipped/1718.txt,British,1912,1920
660,G. K. Chesterton,The Victorian Age in Literature,ebooks-unzipped/18639-0.txt,British,1913,1920
661,G. K. Chesterton,A Miscellany of Men,ebooks-unzipped/2015-0.txt,British,1912,1920
662,G. K. Chesterton,The Innocence of Father Brown,ebooks-unzipped/204-0.txt,British,1911,1920
663,G. K. Chesterton,A Short History of England,ebooks-unzipped/20897-8.txt,British,1917,1920
664,G. K. Chesterton,Appreciations and Criticisms of the Works of Charles Dickens,ebooks-unzipped/22362-8.txt,British,1911,1920
665,G. K. Chesterton,Eugenics and Other Evils,ebooks-unzipped/25308-8.txt,British,1922,1930
666,G. K. Chesterton,What I Saw in America,ebooks-unzipped/27250-8.txt,British,1922,1930
667,G. K. Chesterton,Tremendous Trifles,ebooks-unzipped/8092-0.txt,British,1909,1910
668,G. K. Chesterton,Alarms and Discursions,ebooks-unzipped/9656-0.txt,British,1910,1910
669,Garrett P. Serviss,"Other Worlds, Their Nature, Possibilities and Habitability in the Light of the Latest Discoveries",ebooks-unzipped/18431-8.txt,American,1901,1910
670,Garrett P. Serviss,The Moon Metal,ebooks-unzipped/8199.txt,American,1900,1900
671,George Ade,The Slim Princess,ebooks-unzipped/11279-8.txt,American,1907,1910
672,George Ade,More Fables,ebooks-unzipped/11930.txt,American,1900,1900
673,George Ade,Ade's Fables,ebooks-unzipped/19813.txt,American,1899,1900
674,George Ade,Knocking the Neighbors,ebooks-unzipped/19829.txt,American,1911,1920
675,George Ade,Fables in Slang,ebooks-unzipped/25322-8.txt,American,1899,1900
676,George Ade,In Pastures New,ebooks-unzipped/38364-8.txt,American,1906,1910
677,George Barr McCutcheon,The Man From Brodney's,ebooks-unzipped/11572-8.txt,American,1908,1910
678,George Barr McCutcheon,"Truxton King, A Story of Graustark",ebooks-unzipped/14284-8.txt,American,1909,1910
679,George Barr McCutcheon,The Daughter of Anderson Crow,ebooks-unzipped/14818-8.txt,American,1907,1910
680,George Barr McCutcheon,From the Housetops,ebooks-unzipped/18612-0.txt,American,1916,1920
681,George Barr McCutcheon,"Anderson Crow, Detective",ebooks-unzipped/28229-8.txt,American,1920,1920
682,George Barr McCutcheon,The City of Masks,ebooks-unzipped/40146-8.txt,American,1918,1920
683,George Barr McCutcheon,Brewster's Millions,ebooks-unzipped/4709.txt,American,1902,1910
684,George Barr McCutcheon,Graustark,ebooks-unzipped/5142-0.txt,American,1901,1910
685,George Barr McCutcheon,Castle Craneycrow,ebooks-unzipped/5349-0.txt,American,1902,1910
686,George Barr McCutcheon,Shot With Crimson,ebooks-unzipped/54099-0.txt,American,1918,1920
687,George Barr McCutcheon,Cowardice Court,ebooks-unzipped/54101-0.txt,American,1906,1910
688,George Barr McCutcheon,The Day of the Dog,ebooks-unzipped/5759.txt,American,1904,1910
689,George Barr McCutcheon,Yollop,ebooks-unzipped/5866.txt,American,1922,1930
690,George Barr McCutcheon,Green Fancy,ebooks-unzipped/5871.txt,American,1917,1920
691,George Barr McCutcheon,Her Weight in Gold,ebooks-unzipped/5896.txt,American,1911,1920
692,George Barr McCutcheon,The Hollow of Her Hand,ebooks-unzipped/6045.txt,American,1912,1920
693,George Barr McCutcheon,The Rose in the Ring,ebooks-unzipped/6118.txt,American,1910,1910
694,George Barr McCutcheon,The Prince of Graustark,ebooks-unzipped/6353.txt,American,1914,1920
695,George Barr McCutcheon,The Purple Parasol,ebooks-unzipped/6575-8.txt,American,1905,1910
696,George Cary Eggleston,Strange Stories from History for Young People,ebooks-unzipped/23887-8.txt,American,1885,1890
697,George Cary Eggleston,"A Captain in the Ranks, A Romance of Affairs",ebooks-unzipped/30263-8.txt,American,1904,1910
698,George Cary Eggleston,Red Eagle and the Wars With the Creek Indians of Alabama.,ebooks-unzipped/34677-8.txt,American,1878,1880
699,George Cary Eggleston,Recollections of a Varied Life,ebooks-unzipped/36720-8.txt,American,1910,1910
700,George Cary Eggleston,"Juggernaut, A Veiled Record",ebooks-unzipped/39922-8.txt,American,1891,1900
701,George Cary Eggleston,"The Wreck of The Red Bird, A Story of the Carolina Coast",ebooks-unzipped/40941-8.txt,American,1882,1890
702,George Cary Eggleston,"The Last of the Flatboats, A Story of The Mississippi and its Interesting Family of Rivers",ebooks-unzipped/44922-0.txt,American,1900,1900
703,George Cary Eggleston,"What Happened at Quasi, The Story of a Carolina Cruise",ebooks-unzipped/50811-0.txt,American,1911,1920
704,George Cary Eggleston,"Dorothy South, A Love Story of Virginia Just Before the War",ebooks-unzipped/52148-0.txt,American,1902,1910
705,George Eliot,Impressions of Theophrastus Such,ebooks-unzipped/10762-8.txt,British,1878,1880
706,George Eliot,Middlemarch,ebooks-unzipped/145-8.txt,British,1872,1880
707,George Eliot,Scenes of Clerical Life,ebooks-unzipped/17780.txt,British,1857,1860
708,George Eliot,How Lisa Loved the King,ebooks-unzipped/20813.txt,British,1869,1870
709,George Eliot,The Lifted Veil,ebooks-unzipped/2165.txt,British,1859,1860
710,George Eliot,Brother Jacob,ebooks-unzipped/2171.txt,British,1864,1870
711,George Eliot,Romola,ebooks-unzipped/24020.txt,British,1863,1870
712,George Eliot,"The Essays of ""George Eliot"", Complete",ebooks-unzipped/28289-0.txt,British,1883,1890
713,George Eliot,"Felix Holt, The Radical",ebooks-unzipped/40882-8.txt,British,1866,1870
714,George Eliot,Adam Bede,ebooks-unzipped/507-0.txt,British,1859,1860
715,George Eliot,"Silas Marner, The Weaver of Raveloe",ebooks-unzipped/550.txt,British,1861,1870
716,George Eliot,The Mill on the Floss,ebooks-unzipped/6688-0.txt,British,1860,1860
717,George Eliot,Daniel Deronda,ebooks-unzipped/7469-8.txt,British,1876,1880
718,George Gissing,The Private Papers of Henry Ryecroft,ebooks-unzipped/1463.txt,British,1903,1910
719,George Gissing,New Grub Street,ebooks-unzipped/1709-0.txt,British,1891,1900
720,George Gissing,Eve's Ransom,ebooks-unzipped/4297.txt,British,1895,1900
721,George Gissing,The Paying Guest,ebooks-unzipped/4298.txt,British,1895,1900
722,George Gissing,The Whirlpool,ebooks-unzipped/4299.txt,British,1897,1900
723,George Gissing,The Nether World,ebooks-unzipped/4301.txt,British,1889,1890
724,George Gissing,Thyrza,ebooks-unzipped/4302.txt,British,1887,1890
725,George Gissing,Denzil Quarrier,ebooks-unzipped/4303.txt,British,1892,1900
726,George Gissing,Our Friend the Charlatan,ebooks-unzipped/4304.txt,British,1901,1910
727,George Gissing,The Unclassed,ebooks-unzipped/4305.txt,British,1884,1890
728,George Gissing,Veranilda,ebooks-unzipped/4306.txt,British,1904,1910
729,George Gissing,In the Year of Jubilee,ebooks-unzipped/4307-0.txt,British,1894,1900
730,George Gissing,The Town Traveller,ebooks-unzipped/4308.txt,British,1898,1900
731,George Gissing,Will Warburton,ebooks-unzipped/4310.txt,British,1905,1910
732,George Gissing,The Emancipated,ebooks-unzipped/4311.txt,British,1890,1890
733,George Gissing,A Life's Morning,ebooks-unzipped/4312.txt,British,1888,1890
734,George Gissing,The Odd Women,ebooks-unzipped/4313.txt,British,1893,1900
735,George Gissing,"By the Ionian Sea, Notes of a Ramble in Southern Italy",ebooks-unzipped/4354.txt,British,1901,1910
736,George Gissing,Born in Exile,ebooks-unzipped/4526.txt,British,1892,1900
737,George Meredith,"An Essay on Comedy, And the Uses of the Comic Spirit",ebooks-unzipped/1219.txt,British,1897,1900
738,George Meredith,The Egoist,ebooks-unzipped/1684.txt,British,1879,1880
739,George Meredith,"The Ordeal of Richard Feverel, A History of a Father and Son",ebooks-unzipped/34858-8.txt,British,1859,1860
740,George Meredith,"The Ordeal of Richard Feverel, Complete",ebooks-unzipped/4412-0.txt,British,1859,1860
741,George Meredith,"The Tragic Comedians, Complete",ebooks-unzipped/4464-0.txt,British,1881,1890
742,George Meredith,"One of Our Conquerors, Complete",ebooks-unzipped/4476-0.txt,British,1890,1890
743,George Meredith,The Tale of Chloe,ebooks-unzipped/4494.txt,British,1890,1890
744,George Meredith,The House on the Beach,ebooks-unzipped/4495.txt,British,1877,1880
745,George Meredith,Ballads and Poems of Tragic Life,ebooks-unzipped/47225-8.txt,British,1887,1890
746,George Mogridge,"History, Manners, and Customs of the North American Indians",ebooks-unzipped/26688-8.txt,British,1847,1850
747,George Parsons Lathrop,True and Other Stories,ebooks-unzipped/35946-8.txt,American,1884,1890
748,George Parsons Lathrop,Spanish Vistas,ebooks-unzipped/40528-8.txt,American,1883,1890
749,George Parsons Lathrop,"Rose and Roof-Tree, Poems",ebooks-unzipped/7110-8.txt,American,1875,1880
750,George Parsons Lathrop,Dreams and Days: Poems,ebooks-unzipped/7325.txt,American,1892,1900
751,George Parsons Lathrop,A Study of Hawthorne,ebooks-unzipped/8530-8.txt,American,1876,1880
752,George Santayana,"Winds Of Doctrine, Studies in Contemporary Opinion",ebooks-unzipped/17771-8.txt,American,1913,1920
753,George Santayana,"The Sense of Beauty, Being the Outlines of Aesthetic Theory",ebooks-unzipped/26842-8.txt,American,1896,1900
754,George Santayana,"Three Philosophical Poets, Lucretius, Dante, and Goethe",ebooks-unzipped/35612-0.txt,American,1910,1910
755,George Santayana,Egotism in German Philosophy,ebooks-unzipped/48431-8.txt,American,1916,1920
756,George Santayana,Interpretations of Poetry and Religion,ebooks-unzipped/48563-8.txt,American,1900,1900
757,George Santayana,A Hermit of Carmel and Other Poems,ebooks-unzipped/49888-8.txt,American,1901,1910
758,George W. M. Reynolds,"Wagner, the Wehr-Wolf",ebooks-unzipped/27202.txt,British,1865,1870
759,George Washington Cable,Old Creole Days,ebooks-unzipped/10234-8.txt,American,1879,1880
